Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,_version:1,_order:1000
1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1067;PIH:1067;AMPATH:1067;SNOMED CT:261665006,Unknown,Ne sait pas,Desconocido,,,,Generic answer to a question.,,,Misc,N/A,,,
